生徒ID,保護者ID,契約ID,契約ID_存在,請求ID,請求ID_存在,金額,開始日,顧客表記用請求名
208405,8110912,,×,,×,1000,2025/06/01,義人　アンインターナショナル【月謝_社員割引_6月分相殺】《6月調整分／出席5日間予定》
208405,8110912,,×,,×,1000,2025/06/01,恵理　アンインターナショナル【月謝_社員割引_6月分相殺】《6月調整分／出席13日間予定》
205989,8205988,,×,,×,1000,2025/06/01,アンインターナショナル【月謝_社員割引_6月分相殺】《6月調整分／出席21日間予定》
212713,8212703,,×,,×,300,2025/06/01,アンインターナショナル【文具_追加】はさみ代
212713,8212703,,×,,×,1000,2025/06/01,アンインターナショナル【月謝_社員割引_6月分相殺】《6月調整分／出席21日間予定》
212161,8212160,,×,,×,2000,2025/06/01,"【月謝_社員割引_4月分追加】アンインターナショナル《4/24,25出席分》1,000円×2日"
217276,8201551,,×,,×,1000,2025/06/01,"ディヨン【月謝_社員割引_4月分追加】アンインターナショナル《4/24出席分》1,000円×1日"
221177,8220824,,×,,×,4000,2025/06/01,アンインターナショナル【月会費】
203479,8203075,,×,,×,8100,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週4回》
203479,8203075,,×,,×,8100,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週4回》
203076,8203075,,×,,×,8100,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週4回》
216570,8216569,,×,,×,100,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×1個【詳細；4/16分】》
216570,8216569,,×,,×,350,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×1個【詳細；3/24分】》
216835,8216833,,×,,×,2700,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週1回》
220100,8220099,,×,,×,200,2025/06/01,【追加_まなびワールド】《【4月分】お茶代100円×2個【詳細；4/16.21分】》
220100,8220099,,×,,×,4550,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円×13個【詳細；4/1.2.3.4.7.9.10.11.14.15.16.17.18分】》
220100,8220099,,×,,×,2400,2025/06/01,【追加_まなびワールド_春期講習】《前延長（1H 480円×5日分【詳細；4/1.2.3.4.7分】》
220100,8220099,,×,,×,9000,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週5回》
221149,8221148,,×,,×,9000,2025/06/01,【追加_春期講習_まなびワールド】《前延長（1H 480円×5日分【詳細；4/1.2.3.4.7分】》
221149,8221148,,×,,×,9000,2025/06/01,【追加_まなぶびワールド_春期講習】《春期お預かり分_週5回》
221149,8221148,,×,,×,9000,2025/06/01,③	【追加_まなぶびワールド_春期講習】《春期お預かり分_週5回》
221149,8221148,,×,,×,4550,2025/06/01,【追加_まなびワールド_春期講習】《お弁当代350円/税別×13個【詳細；4/1.2.3.4.7.9.10.11.14.15.16.17.18分】》
221149,8221148,,×,,×,2400,2025/06/01,【追加_春期講習_まなびワールド】《前延長/（1H 480円×5日分【詳細；4/1.2.3.4.7】》
221149,8221148,,×,,×,100,2025/06/01,【追加_まなびワールド】《お茶代100円×1個/税込【詳細；4/8分】》
221149,8221148,,×,,×,4550,2025/06/01,春休み講習会《お弁当代350円(税別)×13個（詳細；4/1.2.3.4.7.9.11.10.11.14.15.16.17.18）》
221149,8221148,,×,,×,2400,2025/06/01,春休み講習会《前延長1H〈480円〉×5日（詳細；4/1.2.3.4.7）》
221149,8221148,,×,,×,9000,2025/06/01,春休み講習会（週5回）
203479,8203075,,×,,×,8100,2025/06/01,春休み講習会（週4回）
203076,8203075,,×,,×,8100,2025/06/01,春休み講習会(週4回）
213694,8213693,,×,,×,4200,2025/06/01,【模試代】5月25日実施　全県模試代 
208340,8208320,,×,,×,6800,2025/06/01,【テスト対策費_５月分】マンツーマン学院中３　テスト対策増コマ2コマ
219691,8207993,,×,,×,9000,2025/06/01,アンまなびワールド5月分追加カルチャー放題
221904,8216449,,×,,×,2500,2025/06/01,入会時_【教材費】 半年払い（4月・10月）
210975,8210974,,×,,×,4200,2025/06/01,【模試代】5月25日実施　全県模試代 
13982,8110848,,×,,×,4200,2025/06/01,【模試代】5月25日実施　全県模試代 
12765,8109949,,×,,×,4200,2025/06/01,【模試代】5月25日実施　全県模試代 
13146,8110243,,×,,×,49000,2025/06/01,アンインターナショナル【チケット_追加】《レギュラー10回》
221638,8221014,,×,,×,1000,2025/06/01,Whiteリレー5月分月謝
215808,8215806,,×,,×,2500,2025/06/01,英検5級
215807,8215806,,×,,×,2900,2025/06/01,英検4級
218602,8218263,,×,,×,2500,2025/06/01,英検5級検定料
218598,8218333,,×,,×,2500,2025/06/01,英検5級検定料
220479,8220478,,×,,×,500,2025/06/01,アンプログラミング設備費（４月分）
220479,8220478,,×,,×,1000,2025/06/01,アンプログラミング月会費（４月分）
12694,8109892,,×,,×,45000,2025/06/01,アン合格サクセス喜多山教室Gコース週６コマ追加分
220043,8219678,,×,,×,3360,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
219806,8219805,,×,,×,4560,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
219677,8219647,,×,,×,360,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
218209,8218208,,×,,×,720,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
217173,8217172,,×,,×,360,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
215785,8215784,,×,,×,3200,2025/06/01,アンまなびワールド 4月分昼食代
215785,8215784,,×,,×,1200,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
215711,8201302,,×,,×,300,2025/06/01,アンまなびワールド 4月分お茶代
215711,8201302,,×,,×,1400,2025/06/01,アンまなびワールド 4月追加１日分
215711,8201302,,×,,×,8000,2025/06/01,アンまなびワールド 5月分週５コースとの差額
201583,8201302,,×,,×,8000,2025/06/01,アンまなびワールド 5月分週５コースとの差額
215711,8201302,,×,,×,1700,2025/06/01,アンまなびワールド 4月追加1日分
215686,8200986,,×,,×,360,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
215685,8200979,,×,,×,960,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
215114,8214094,,×,,×,1200,2025/06/01,アンまなびワールド 4月分昼食代
215114,8214094,,×,,×,3840,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
205529,8205528,,×,,×,4000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中1  ALLフリー (税別)
204981,8204980,,×,,×,8000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中3 2days (税別)
13704,8110638,,×,,×,8000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中3  2day (税別)
16690,8110433,,×,,×,8000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中2 2day (税別)
207029,8103541,,×,,×,4000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中1  ALLフリー (税別)
207029,8103541,,×,,×,4000,2025/06/01,テスト対策費
219587,8219586,,×,,×,2000,2025/06/01,英会話＋塾　まとめてお得プラン【当月５月分差額】
219683,8212689,,×,,×,1920,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
213597,8212689,,×,,×,1080,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
212448,8102522,,×,,×,2000,2025/06/01,アンまなびワールド 4月分昼食代
212448,8102522,,×,,×,120,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分アフター）
212448,8102522,,×,,×,1560,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
207312,8202737,,×,,×,360,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
211221,8211220,,×,,×,6500,2025/06/01,アンまなびワールド 4月追加5日分
211221,8211220,,×,,×,800,2025/06/01,アンまなびワールド 4月分昼食代
211221,8211220,,×,,×,2520,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
208246,8208245,,×,,×,30,2025/06/01,アンまなびワールド 4月分マスク代
208246,8208245,,×,,×,1600,2025/06/01,アンまなびワールド 4月分昼食代
208246,8208245,,×,,×,4080,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分ビフォー）
201419,8200436,,×,,×,18000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中2  進学ジム 1Daysフリー (税別) (税別)
214579,8214577,,×,,×,18000,2025/06/01,テスト対策費用
220329,8206587,,×,,×,18000,2025/06/01,テスト対策費用
16684,8112861,,×,,×,8000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中1  2Daysフリー (税別)
16683,8112861,,×,,×,8000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中2  進学ジム 2Daysフリー (税別)
13866,8110756,,×,,×,8000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中3  進学ジム 2Daysフリー (税別)
16399,8112639,,×,,×,4000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中2  進学ジム ALLフリー (税別)
12409,8109691,,×,,×,4000,2025/06/01,アン進学ジム中学部【必須テスト対策費】中2  進学ジム ALLフリー (税別)
213496,8110688,,×,,×,200,2025/06/01,アンインターナショナル【おやつ代_4月分】《50円×4個》
212416,8112776,,×,,×,300,2025/06/01,アンインターナショナル【おやつ代_4月分】《50円×6個》
219546,8219545,,×,,×,100,2025/06/01,アンインターナショナル【おやつ代_4月分】《50円×2個》
218125,8218124,,×,,×,100,2025/06/01,須川杏那　アンインターナショナル【おやつ代_4月分】《50円×2個》
218125,8218124,,×,,×,100,2025/06/01,須川紗那　アンインターナショナル【おやつ代_4月分】《50円×2個》
216610,8212502,,×,,×,450,2025/06/01,アンインターナショナル【おやつ代_4月分】《50円×9個》
217276,8201551,,×,,×,300,2025/06/01,アンインターナショナル【おやつ代_4月分】《50円×6個》
208405,8110912,,×,,×,250,2025/06/01,アンインターナショナル【おやつ代_4月分】《50円×5個》
218125,8218124,,×,,×,400,2025/06/01,須川杏那　アンインターナショナル【お弁当代_4月分】《400円×1個》
218125,8218124,,×,,×,400,2025/06/01,須川紗那　アンインターナショナル【お弁当代_4月分】《400円×1個》
213253,8212905,,×,,×,400,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×1個》
212161,8212160,,×,,×,800,2025/06/01,"アンインターナショナル【お弁当代_4/24,25分】《400円×2個》"
215915,8215910,,×,,×,400,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×1個》
221177,8220824,,×,,×,1600,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×4個》
215820,8214788,,×,,×,150,2025/06/01,浅見紬麦　アンインターナショナル【おやつ代_4月分】《50円×3個》
215820,8214788,,×,,×,450,2025/06/01,浅見呼來　アンインターナショナル【おやつ代_4月分】《50円×9個》
215820,8214788,,×,,×,800,2025/06/01,浅見呼來　アンインターナショナル【お弁当代_4月分】《400円×2個》
221187,8221186,,×,,×,1600,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×4個》
221221,8220878,,×,,×,4400,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×11個》
219909,8219603,,×,,×,2800,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×7個》
217632,8217631,,×,,×,4400,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×11個》
216375,8216345,,×,,×,1600,2025/06/01,岡部斗軌　アンインターナショナル【お弁当代_4月分】《400円×4個》
216375,8216345,,×,,×,5600,2025/06/01,岡部永奈　アンインターナショナル【お弁当代_4月分】《400円×14個》
216175,8216174,,×,,×,1600,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×4個》
215818,8111822,,×,,×,5200,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×13個》
13146,8110243,,×,,×,2000,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×5個》
216308,8204220,,×,,×,6800,2025/06/01,水谷菜々果　アンインターナショナル【お弁当代_4月分】《400円×17個》
216308,8204220,,×,,×,100,2025/06/01,水谷菜々果　アンインターナショナル【おやつ代_4月分】《50円×2個》
216308,8204220,,×,,×,950,2025/06/01,水谷日夏乃　アンインターナショナル【おやつ代_4月分】《50円×19個》
216308,8204220,,×,,×,400,2025/06/01,水谷日夏乃　アンインターナショナル【お弁当代_4月分】《400円×1個》
213190,8213189,,×,,×,13200,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×33個》
212713,8212703,,×,,×,6800,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×17個》
214006,8208111,,×,,×,1200,2025/06/01,伊藤元律　アンインターナショナル【お弁当代_4月分】《400円×3個》
214006,8208111,,×,,×,2000,2025/06/01,伊藤水咲　アンインターナショナル【お弁当代_4月分】《400円×5個》
213496,8110688,,×,,×,3200,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×8個》
212416,8112776,,×,,×,5200,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×13個》
205989,8205988,,×,,×,7600,2025/06/01,アンインターナショナル【お弁当代_4月分】《400円×19個》
222129,8222086,,×,,×,4281,2025/06/01,5月月中入会の為（3回分5/13、5/20、5/27）
222131,8222130,,×,,×,4281,2025/06/01,5月月中入会の為（3回分：5/13、5/20、5/27）
207994,8207993,,×,,×,1000,2025/06/01,アンまなびワールド 4月追加１日分
219691,8207993,,×,,×,1000,2025/06/01,アンまなびワールド 4月追加１日分
219691,8207993,,×,,×,400,2025/06/01,アンまなびワールド 4月分昼食代
207994,8207993,,×,,×,400,2025/06/01,アンまなびワールド 4月分昼食代
207994,8207993,,×,,×,360,2025/06/01,アンまなびワールド 延長・前延長（15分につき）（4月分アフター）
