請求ID,有無,作業内容,リスト化,対象,保護者ID,生徒ID,対象　契約ID,対象　請求ID,対象　同ブランド,対象　チケットID,対象カテゴリー,請求カテゴリー区分,金額,請求単位,税区分,複数個,繰り返し,自動請求,開始日,終了日,顧客表記用請求名（契約、請求IDの請求は、そのすぐ下に表記）,終了条件,社長のIF文用備考,請求申請者申請許可,返金時の注意,元請求月謝,登録日時,登録ユーザー,最終更新日時,最終更新ユーザー
NB3102439,1,1,1,1,8222399,222401,24BMC_1000003,24BMC_1000003_5,アン美文字クラブ,,入会金,80,5000,円,1,,1,1,2025/07/01,2025/07/31,アン美文字クラブ【入会金】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6609558,1,1,1,1,8222399,222401,24BMC_1000003,24BMC_1000003_54,アン美文字クラブ,,入会時月会費,86,700,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【月会費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6390915,1,1,1,1,8222399,222401,24BMC_1000003,24BMC_1000003_53,アン美文字クラブ,,入会時授業料3,92,3180,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料】(前払い制の為) _ ３回分,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB3147423,1,1,1,1,8201997,201999,24BMC_1000001,24BMC_1000001_55,アン美文字クラブ,,入会時設備費,87,500,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB3904937,1,1,1,1,8201997,201999,24BMC_1000001,24BMC_1000001_52,アン美文字クラブ,,入会時授業料2,91,2120,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料】(前払い制の為) _ ２回分,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB8653703,1,1,1,1,8201997,201999,24BMC_1000001,24BMC_1000001_5,アン美文字クラブ,,入会金,80,5000,円,1,,1,1,2025/07/01,2025/07/31,アン美文字クラブ【入会金】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB7616077,1,1,1,1,8201997,201999,24BMC_1000001,24BMC_1000001_61,アン美文字クラブ,,入会時教材費,88,2500,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】【毛筆】 教材（4月・8月・12月）,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6997621,1,1,1,1,8201997,201999,24BMC_1000001,24BMC_1000001_54,アン美文字クラブ,,入会時月会費,86,700,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【月会費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB8626133,1,1,1,1,8201997,201999,24BMC_1000001,24BMC_1000001_6,アン美文字クラブ,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アン美文字クラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6995384,1,1,1,1,8222326,222536,24AEC_1000009,24AEC_1000009_54,アンイングリッシュクラブ,,入会時月会費,86,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【月会費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB288460,1,1,1,1,8222326,222536,24AEC_1000009,24AEC_1000009_60,アンイングリッシュクラブ,,入会時教材費,88,12000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】Yellow,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4616143,1,1,1,1,8222326,222536,24AEC_1000009,24AEC_1000009_6,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB8082075,1,1,1,1,8222326,222536,24AEC_1000009,24AEC_1000009_53,アンイングリッシュクラブ,,入会時授業料3,92,5436,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料】(前払い制の為) _ ３回分,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB2510570,1,1,1,1,8222326,222536,24AEC_1000009,24AEC_1000009_55,アンイングリッシュクラブ,,入会時設備費,87,500,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4386274,1,1,1,1,8220491,221407,24GYJ_1000139,24GYJ_1000139_55,アン進学ジム【中学部】,,入会時設備費,87,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_塾【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB3932032,1,1,1,1,8211119,211202,24GYJ_1000073,24GYJ_1000073_60,アン進学ジム【中学部】,,入会時教材費,88,12000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】アンイングリッシュクラブ Purple 教材,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB5002412,1,1,1,1,8211119,211202,24GYJ_1000073,24GYJ_1000073_50,アン進学ジム【中学部】,,入会時授業料A,85,18000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB1170983,1,1,1,1,8211119,211202,24GYJ_1000073,24GYJ_1000073_12,アン進学ジム【中学部】,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB534898,1,1,1,1,8211119,211202,24GYJ_1000073,24GYJ_1000073_55,アン進学ジム【中学部】,,入会時設備費,87,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_塾【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB3095983,1,1,1,1,8211119,211202,24GYJ_1000073,24GYJ_1000073_11,アン進学ジム【中学部】,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アン進学ジム中学部【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB1948061,1,1,1,1,8211119,211202,24GYJ_1000073,24GYJ_1000073_61,アン進学ジム【中学部】,,入会時教材費,88,10000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】 中1 教材（3月・9月）,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB3176231,1,1,1,1,8211119,211202,24GYJ_1000073,24GYJ_1000073_54,アン進学ジム【中学部】,,入会時月会費,86,2700,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【月会費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB295036,1,1,1,1,8221947,221948,24PRO_1000005,24PRO_1000005_51,アンプログラミングクラブ,,入会時授業料1,90,1454,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料】(前払い制の為) _ １回分,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB9554286,1,1,1,1,8221947,221948,24PRO_1000005,24PRO_1000005_53,アンプログラミングクラブ,,入会時授業料3,92,4362,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料】(前払い制の為) _ ３回分,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB1991733,1,1,1,1,8221947,221948,24PRO_1000005,24PRO_1000005_55,アンプログラミングクラブ,,入会時設備費,87,500,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6640469,1,1,1,1,8221947,221948,24PRO_1000005,24PRO_1000005_52,アンプログラミングクラブ,,入会時授業料2,91,2908,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料】(前払い制の為) _ ２回分,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB7456055,1,1,1,1,8221947,221948,24PRO_1000005,24PRO_1000005_50,アンプログラミングクラブ,,入会時授業料A,85,4800,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4440778,1,1,1,1,8221947,221948,24PRO_1000005,24PRO_1000005_54,アンプログラミングクラブ,,入会時月会費,86,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【月会費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB665604,1,1,1,1,8221947,221948,24PRO_1000005,24PRO_1000005_61,アンプログラミングクラブ,,入会時教材費,88,4000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】マイクラコース 教材（4月・10月 ）,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB8505822,1,1,1,2,8217183,217184,,,その他,,1,0,2000,円,2,,1,0,2025/07/01,2025/07/31,漢検6級検定料,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
TB5389294,1,1,1,2,8217125,217178,,,その他,,1,0,1500,円,2,,1,0,2025/07/01,2025/07/31,漢検10級検定料,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6821366,1,1,1,1,8222423,222524,24GYJ_1000139,24GYJ_1000139_52,アン進学ジム【中学部】,,入会時授業料2,91,9696,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料】(前払い制の為) _ ２回分,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB7814080,1,1,1,1,8222423,222524,24GYJ_1000139,24GYJ_1000139_55,アン進学ジム【中学部】,,入会時設備費,87,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_塾【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4785184,1,1,1,1,8222423,222524,24GYJ_1000139,24GYJ_1000139_50,アン進学ジム【中学部】,,入会時授業料A,85,16000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB3941846,1,1,1,1,8222423,222524,24GYJ_1000139,24GYJ_1000139_61,アン進学ジム【中学部】,,入会時教材費,88,10000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】 中2 教材（3月・9月）,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4556097,1,1,1,1,8222423,222524,24GYJ_1000139,24GYJ_1000139_53,アン進学ジム【中学部】,,入会時授業料3,92,14544,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料】(前払い制の為) _ ３回分,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6781716,1,1,1,1,8222423,222524,24GYJ_1000139,24GYJ_1000139_51,アン進学ジム【中学部】,,入会時授業料1,90,4848,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料】(前払い制の為) _ １回分,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4125293,1,1,1,1,8222423,222524,24GYJ_1000139,24GYJ_1000139_9,アン進学ジム【中学部】,,入会金,80,10000,円,1,,1,1,2025/07/01,2025/07/31,アン進学ジム中学部【入会金】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB1053787,1,1,1,1,8222423,222524,24GYJ_1000139,24GYJ_1000139_10,アン進学ジム【中学部】,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アン進学ジム中学部【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB2163833,1,1,1,1,8222423,222524,24GYJ_1000139,24GYJ_1000139_54,アン進学ジム【中学部】,,入会時月会費,86,2700,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【月会費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB1486194,1,1,1,1,8222089,222417,24AEC_1000015,24AEC_1000015_60,アンイングリッシュクラブ,,入会時教材費,88,12000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】Red,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB9604857,1,1,1,1,8222089,222417,24AEC_1000015,24AEC_1000015_50,アンイングリッシュクラブ,,入会時授業料A,85,5980,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB8734990,1,1,1,1,8222089,222417,24AEC_1000015,24AEC_1000015_54,アンイングリッシュクラブ,,入会時月会費,86,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【月会費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4414232,1,1,1,1,8222089,222417,24AEC_1000015,24AEC_1000015_6,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB8591911,1,1,1,1,8222089,222417,24AEC_1000015,24AEC_1000015_55,アンイングリッシュクラブ,,入会時設備費,87,500,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB9115737,1,1,1,1,8222240,222242,24AEC_1000067,24AEC_1000067_60,アンイングリッシュクラブ,,入会時教材費,88,12000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】White,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB49801,1,1,1,1,8222240,222242,24AEC_1000067,24AEC_1000067_50,アンイングリッシュクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB390309,1,1,1,1,8222240,222242,24AEC_1000067,24AEC_1000067_3,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB875117,1,1,1,1,8222240,222241,24AEC_1000067,24AEC_1000067_60,アンイングリッシュクラブ,,入会時教材費,88,12000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】White,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB22821,1,1,1,1,8222240,222241,24AEC_1000067,24AEC_1000067_50,アンイングリッシュクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB2063485,1,1,1,1,8222240,222241,24AEC_1000067,24AEC_1000067_3,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4696199,1,1,1,1,8207940,221493,24AEC_1000067,24AEC_1000067_60,アンイングリッシュクラブ,,入会時教材費,88,12000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】White,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4497197,1,1,1,1,8207940,221493,24AEC_1000067,24AEC_1000067_50,アンイングリッシュクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6238,1,1,1,1,8207940,221493,24AEC_1000067,24AEC_1000067_3,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB264445,1,1,1,1,8222134,222135,24AEC_1000067,24AEC_1000067_60,アンイングリッシュクラブ,,入会時教材費,88,12000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】White,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB3796631,1,1,1,1,8222134,222135,24AEC_1000067,24AEC_1000067_50,アンイングリッシュクラブ,,入会時授業料A,85,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB1930622,1,1,1,1,8222134,222135,24AEC_1000067,24AEC_1000067_3,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB8871293,1,1,1,1,8222153,222290,24AEC_1000009,24AEC_1000009_54,アンイングリッシュクラブ,,入会時月会費,86,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【月会費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB5439691,1,1,1,1,8222153,222290,24AEC_1000009,24AEC_1000009_6,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB3352319,1,1,1,1,8222153,222290,24AEC_1000009,24AEC_1000009_55,アンイングリッシュクラブ,,入会時設備費,87,500,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6072663,1,1,1,1,8222153,222290,24AEC_1000009,24AEC_1000009_60,アンイングリッシュクラブ,,入会時教材費,88,12000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】Yellow,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB4823948,1,1,1,1,8222153,222290,24AEC_1000009,24AEC_1000009_50,アンイングリッシュクラブ,,入会時授業料A,85,5980,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB6406066,1,1,1,1,8222153,222289,24AEC_1000009,24AEC_1000009_60,アンイングリッシュクラブ,,入会時教材費,88,12000,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】Yellow,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB7512352,1,1,1,1,8222153,222289,24AEC_1000009,24AEC_1000009_6,アンイングリッシュクラブ,,バッグ,81,0,円,1,,1,1,2025/07/01,2025/07/31,アンイングリッシュクラブ【バッグ】初回プレゼント,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB8668993,1,1,1,1,8222153,222289,24AEC_1000009,24AEC_1000009_54,アンイングリッシュクラブ,,入会時月会費,86,1000,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【月会費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB5877310,1,1,1,1,8222153,222289,24AEC_1000009,24AEC_1000009_55,アンイングリッシュクラブ,,入会時設備費,87,500,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB8828721,1,1,1,1,8222153,222289,24AEC_1000009,24AEC_1000009_50,アンイングリッシュクラブ,,入会時授業料A,85,5980,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分【授業料ALL】(前払い制の為),１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB7681235,1,1,1,1,8222430,222431,24BMC_1000001,24BMC_1000001_61,アン美文字クラブ,,入会時教材費,88,2500,円,1,,1,1,2025/07/01,2025/07/31,入会時_【教材費】【毛筆】 教材（4月・8月・12月）,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
NB679513,1,1,1,1,8222430,222431,24BMC_1000001,24BMC_1000001_55,アン美文字クラブ,,入会時設備費,87,500,円,1,,1,1,2025/07/01,2025/07/31,入会時_当月分_カルチャー【設備費】,１回だけ,,,,2025/07/01,2025-11-04 05:57:55.970186,,2025-09-03 08:23:01.577722,
